,wiki,cohort,new_eds,ret
700,bgwiki,2018-04,130,0.05384615384615385
701,bgwiki,2018-05,149,0.026845637583892617
702,bgwiki,2018-06,161,0.037267080745341616
703,bgwiki,2018-07,201,0.03482587064676617
704,bgwiki,2018-08,130,0.030769230769230767
705,bgwiki,2018-09,165,0.060606060606060615
706,bgwiki,2018-10,174,0.05172413793103448
707,bgwiki,2018-11,211,0.0947867298578199
708,bgwiki,2018-12,181,0.0718232044198895
709,bgwiki,2019-01,201,0.06467661691542287
710,bgwiki,2019-02,178,0.06179775280898876
711,bgwiki,2019-03,173,0.06936416184971098
712,bgwiki,2019-04,174,0.02298850574712644
713,bgwiki,2019-05,164,0.06707317073170732
714,bgwiki,2019-06,159,0.025157232704402517
715,bgwiki,2019-07,169,0.035502958579881665
716,bgwiki,2019-08,136,0.036764705882352935
717,bgwiki,2019-09,120,0.075
718,bgwiki,2019-10,151,0.05960264900662252
719,bgwiki,2019-11,199,0.02512562814070352
720,bgwiki,2019-12,187,0.053475935828877004
721,bgwiki,2020-01,231,0.06493506493506493
722,bgwikibooks,2018-05,1,0.0
723,bgwikibooks,2018-09,1,0.0
724,bgwikibooks,2019-11,1,0.0
725,bgwikinews,2018-09,1,0.0
726,bgwikinews,2019-01,2,0.0
727,bgwikinews,2019-04,1,0.0
728,bgwikinews,2019-08,3,0.0
729,bgwikinews,2019-09,1,0.0
730,bgwikiquote,2018-01,1,0.0
731,bgwikiquote,2018-08,1,0.0
732,bgwikiquote,2018-10,1,0.0
733,bgwikiquote,2019-02,2,0.0
734,bgwikiquote,2019-03,1,0.0
735,bgwikiquote,2019-07,1,0.0
736,bgwikiquote,2019-08,1,0.0
737,bgwikiquote,2019-11,8,0.0
738,bgwikiquote,2019-12,14,0.0
739,bgwikiquote,2020-01,9,0.0
740,bgwikisource,2018-02,1,0.0
741,bgwikisource,2020-01,1,0.0
742,bgwiktionary,2018-01,1,0.0
743,bgwiktionary,2018-02,2,0.0
744,bgwiktionary,2018-03,1,0.0
745,bgwiktionary,2018-05,2,0.0
746,bgwiktionary,2018-06,3,0.0
747,bgwiktionary,2018-07,5,0.0
748,bgwiktionary,2018-08,2,0.0
749,bgwiktionary,2018-09,3,0.3333333333333333
750,bgwiktionary,2018-10,1,0.0
751,bgwiktionary,2018-11,3,0.0
752,bgwiktionary,2018-12,3,0.0
753,bgwiktionary,2019-01,4,0.0
754,bgwiktionary,2019-02,3,0.0
755,bgwiktionary,2019-03,1,0.0
756,bgwiktionary,2019-04,1,0.0
757,bgwiktionary,2019-05,7,0.0
758,bgwiktionary,2019-06,2,0.0
759,bgwiktionary,2019-08,4,0.0
760,bgwiktionary,2019-10,1,0.0
761,bgwiktionary,2019-11,3,0.0
762,bgwiktionary,2019-12,5,0.0
763,bgwiktionary,2020-01,1,0.0
764,bhwiki,2018-01,1,1.0
765,bhwiki,2018-02,1,0.0
766,bhwiki,2018-05,1,0.0
767,bhwiki,2018-06,4,0.0
768,bhwiki,2018-07,3,0.0
769,bhwiki,2018-08,1,0.0
770,bhwiki,2018-09,2,0.0
771,bhwiki,2018-10,2,0.0
772,bhwiki,2018-11,4,0.0
773,bhwiki,2019-01,4,0.0
774,bhwiki,2019-04,1,0.0
775,bhwiki,2019-05,1,0.0
776,bhwiki,2019-06,1,0.0
777,bhwiki,2019-07,2,0.0
778,bhwiki,2019-09,1,0.0
779,bhwiki,2019-11,1,0.0
780,bhwiki,2019-12,1,0.0
781,bhwiki,2020-01,1,0.0
782,biwiki,2018-02,2,0.0
783,biwiki,2018-11,1,0.0
784,biwiki,2019-08,1,0.0
785,biwiki,2019-12,1,0.0
786,biwiki,2020-01,1,0.0
787,bjnwiki,2018-03,2,0.0
788,bjnwiki,2018-11,1,0.0
789,bjnwiki,2019-03,1,0.0
790,bjnwiki,2019-05,3,0.0
791,bjnwiki,2019-07,17,0.05882352941176471
792,bjnwiki,2020-01,1,0.0
793,bmwiki,2019-02,1,0.0
794,bmwiki,2019-12,1,0.0
795,bmwiki,2020-01,1,1.0
796,bnwiki,2018-01,310,0.04838709677419355
797,bnwiki,2018-02,772,0.054404145077720206
798,bnwiki,2018-03,365,0.03561643835616438
799,bnwiki,2018-04,387,0.036175710594315236
800,bnwiki,2018-05,281,0.03558718861209965
801,bnwiki,2018-06,223,0.05381165919282512
802,bnwiki,2018-07,325,0.05846153846153846
803,bnwiki,2018-08,481,0.04158004158004158
804,bnwiki,2018-09,475,0.05263157894736842
805,bnwiki,2018-10,513,0.03313840155945419
806,bnwiki,2018-11,414,0.03140096618357488
807,bnwiki,2018-12,343,0.023323615160349854
808,bnwiki,2019-01,392,0.03826530612244898
809,bnwiki,2019-02,333,0.03303303303303303
810,bnwiki,2019-03,377,0.04509283819628647
811,bnwiki,2019-04,333,0.03903903903903904
812,bnwiki,2019-05,362,0.04972375690607735
813,bnwiki,2019-06,276,0.03260869565217391
814,bnwiki,2019-07,1201,0.0466278101582015
815,bnwiki,2019-08,957,0.025078369905956112
816,bnwiki,2019-09,459,0.04793028322440087
817,bnwiki,2019-10,545,0.02201834862385321
818,bnwiki,2019-11,620,0.03709677419354839
819,bnwiki,2019-12,486,0.02469135802469136
820,bnwiki,2020-01,461,0.03470715835140998
821,bnwikibooks,2018-02,2,0.0
822,bnwikibooks,2018-04,1,0.0
823,bnwikibooks,2018-06,1,0.0
824,bnwikibooks,2018-08,2,0.0
825,bnwikibooks,2018-09,3,0.0
826,bnwikibooks,2018-10,1,0.0
827,bnwikibooks,2018-11,1,0.0
828,bnwikibooks,2018-12,1,0.0
829,bnwikibooks,2019-02,1,0.0
830,bnwikibooks,2019-04,1,0.0
831,bnwikibooks,2019-06,1,0.0
832,bnwikibooks,2019-07,4,0.0
833,bnwikibooks,2019-08,1,0.0
834,bnwikibooks,2019-09,2,0.0
835,bnwikibooks,2019-10,4,0.0
836,bnwikibooks,2019-12,1,0.0
837,bnwikibooks,2020-01,4,0.0
838,bnwikisource,2018-01,4,0.0
839,bnwikisource,2018-02,2,0.0
840,bnwikisource,2018-03,4,0.0
841,bnwikisource,2018-04,2,0.0
842,bnwikisource,2018-05,10,0.0
843,bnwikisource,2018-06,4,0.0
844,bnwikisource,2018-07,3,0.0
845,bnwikisource,2018-08,4,0.0
846,bnwikisource,2018-09,4,0.0
847,bnwikisource,2018-10,5,0.0
848,bnwikisource,2018-11,5,0.0
849,bnwikisource,2018-12,1,0.0
850,bnwikisource,2019-01,1,0.0
851,bnwikisource,2019-02,4,0.0
852,bnwikisource,2019-03,3,0.0
853,bnwikisource,2019-04,3,0.0
854,bnwikisource,2019-05,7,0.0
855,bnwikisource,2019-06,3,0.3333333333333333
856,bnwikisource,2019-07,3,0.0
857,bnwikisource,2019-08,3,0.0
858,bnwikisource,2019-09,3,0.0
859,bnwikisource,2019-10,6,0.0
860,bnwikisource,2019-11,1,0.0
861,bnwikisource,2019-12,5,0.0
862,bnwikisource,2020-01,2,0.0
863,bnwikivoyage,2019-05,1,0.0
864,bnwikivoyage,2019-07,2,0.0
865,bnwikivoyage,2019-09,1,0.0
866,bnwikivoyage,2019-10,3,0.0
867,bnwikivoyage,2019-11,2,0.0
868,bnwikivoyage,2019-12,1,0.0
869,bnwikivoyage,2020-01,2,0.0
870,bnwiktionary,2018-01,1,0.0
871,bnwiktionary,2018-04,1,0.0
872,bnwiktionary,2018-06,1,0.0
873,bnwiktionary,2018-08,2,0.0
874,bnwiktionary,2018-09,3,0.0
875,bnwiktionary,2018-11,2,0.0
876,bnwiktionary,2018-12,2,0.0
877,bnwiktionary,2019-01,2,0.0
878,bnwiktionary,2019-02,1,0.0
879,bnwiktionary,2019-03,1,0.0
880,bnwiktionary,2019-04,3,0.0
881,bnwiktionary,2019-05,1,0.0
882,bnwiktionary,2019-07,2,0.0
883,bnwiktionary,2019-08,1,0.0
884,bnwiktionary,2019-09,1,0.0
885,bnwiktionary,2019-10,3,0.0
886,bnwiktionary,2019-11,1,0.0
887,bnwiktionary,2019-12,1,0.0
888,bowiki,2018-01,5,0.0
889,bowiki,2018-04,1,0.0
890,bowiki,2018-05,2,0.0
891,bowiki,2018-06,1,0.0
892,bowiki,2018-07,2,0.0
893,bowiki,2018-08,2,0.0
894,bowiki,2018-09,2,0.0
895,bowiki,2018-10,1,0.0
896,bowiki,2018-11,2,0.0
897,bowiki,2018-12,4,0.25
898,bowiki,2019-01,5,0.0
899,bowiki,2019-02,1,0.0
900,bowiki,2019-03,4,0.0
901,bowiki,2019-05,1,0.0
902,bowiki,2019-06,2,0.5
903,bowiki,2019-07,1,0.0
904,bowiki,2019-08,2,0.0
905,bowiki,2019-09,1,0.0
906,bowiki,2019-10,3,0.0
907,bowiki,2019-11,2,0.0
908,bowiki,2019-12,3,0.0
909,bowiki,2020-01,4,0.0
910,bpywiki,2018-03,1,0.0
911,bpywiki,2018-04,1,0.0
912,bpywiki,2018-05,1,0.0
913,bpywiki,2018-06,2,0.0
914,bpywiki,2018-08,1,0.0
915,bpywiki,2018-10,2,0.0
916,bpywiki,2018-11,2,0.0
917,bpywiki,2018-12,1,0.0
918,bpywiki,2019-03,3,0.0
919,bpywiki,2019-07,3,0.0
920,bpywiki,2019-08,1,0.0
921,bpywiki,2019-09,3,0.0
922,bpywiki,2019-10,1,0.0
923,bpywiki,2019-11,2,0.0
924,bpywiki,2020-01,1,0.0
925,brwiki,2018-01,1,0.0
926,brwiki,2018-02,1,0.0
927,brwiki,2018-06,2,0.0
928,brwiki,2018-07,1,0.0
929,brwiki,2018-11,3,0.0
930,brwiki,2018-12,3,0.0
931,brwiki,2019-02,4,0.0
932,brwiki,2019-03,1,0.0
933,brwiki,2019-04,1,1.0
934,brwiki,2019-05,1,0.0
935,brwiki,2019-06,3,0.3333333333333333
936,brwiki,2019-07,1,0.0
937,brwiki,2019-09,1,0.0
938,brwikimedia,2018-02,1,0.0
939,brwikimedia,2018-03,1,0.0
940,brwikimedia,2018-11,1,0.0
941,brwikimedia,2019-04,1,0.0
942,brwikimedia,2019-11,1,0.0
943,brwikiquote,2019-07,1,0.0
944,brwiktionary,2018-02,1,0.0
945,brwiktionary,2019-08,1,0.0
946,bswiki,2018-01,23,0.08695652173913042
947,bswiki,2018-02,27,0.037037037037037035
948,bswiki,2018-03,30,0.0
949,bswiki,2018-04,14,0.14285714285714285
950,bswiki,2018-05,24,0.04166666666666666
951,bswiki,2018-06,11,0.0
952,bswiki,2018-07,17,0.0
953,bswiki,2018-08,16,0.0
954,bswiki,2018-09,20,0.0
955,bswiki,2018-10,30,0.0
956,bswiki,2018-11,28,0.07142857142857142
957,bswiki,2018-12,29,0.0
958,bswiki,2019-01,19,0.05263157894736842
959,bswiki,2019-02,22,0.09090909090909093
960,bswiki,2019-03,18,0.0
961,bswiki,2019-04,22,0.045454545454545456
962,bswiki,2019-05,22,0.045454545454545456
963,bswiki,2019-06,15,0.06666666666666668
964,bswiki,2019-07,13,0.0
965,bswiki,2019-08,14,0.0
966,bswiki,2019-09,21,0.0
967,bswiki,2019-10,20,0.0
968,bswiki,2019-11,24,0.08333333333333333
969,bswiki,2019-12,22,0.0
970,bswiki,2020-01,16,0.0
971,bswikinews,2019-03,1,0.0
972,bswikiquote,2018-03,1,0.0
973,bswikiquote,2018-04,1,0.0
974,bswikiquote,2019-03,1,0.0
975,bswikiquote,2019-04,1,0.0
976,bswikiquote,2019-05,1,0.0
977,bswikiquote,2019-06,1,0.0
978,bugwiki,2018-01,2,0.0
979,bugwiki,2018-05,1,0.0
980,bugwiki,2018-06,1,0.0
981,bugwiki,2018-10,1,0.0
982,bugwiki,2019-01,1,0.0
983,bugwiki,2019-02,1,0.0
984,bugwiki,2019-03,1,0.0
985,bugwiki,2019-11,18,0.0
986,cawiki,2018-01,290,0.03103448275862069
987,cawiki,2018-02,313,0.12460063897763578
988,cawiki,2018-03,322,0.05590062111801242
989,cawiki,2018-04,308,0.07792207792207792
990,cawiki,2018-05,280,0.057142857142857134
991,cawiki,2018-06,195,0.02564102564102564
992,cawiki,2018-07,128,0.078125
993,cawiki,2018-08,108,0.027777777777777776
994,cawiki,2018-09,226,0.13716814159292035
995,cawiki,2018-10,477,0.2222222222222222
996,cawiki,2018-11,412,0.11407766990291265
997,cawiki,2018-12,227,0.07488986784140969
998,cawiki,2019-01,347,0.054755043227665716
999,cawiki,2019-02,367,0.11444141689373295
1000,cawiki,2019-03,331,0.12084592145015105
1001,cawiki,2019-04,279,0.0931899641577061
1002,cawiki,2019-05,272,0.03308823529411765
1003,cawiki,2019-06,185,0.04864864864864865
1004,cawiki,2019-07,152,0.03289473684210526
1005,cawiki,2019-08,120,0.075
1006,cawiki,2019-09,191,0.13089005235602094
1007,cawiki,2019-10,392,0.18112244897959184
1008,cawiki,2019-11,411,0.1386861313868613
1009,cawiki,2019-12,283,0.10247349823321557
1010,cawiki,2020-01,388,0.06443298969072164
1011,cawikibooks,2018-01,2,0.0
1012,cawikibooks,2018-02,1,0.0
1013,cawikibooks,2018-03,2,0.0
1014,cawikibooks,2018-04,3,0.0
1015,cawikibooks,2018-05,2,0.0
1016,cawikibooks,2018-06,4,0.25
1017,cawikibooks,2018-07,1,0.0
1018,cawikibooks,2018-08,1,1.0
1019,cawikibooks,2018-10,13,0.07692307692307693
1020,cawikibooks,2018-11,2,0.0
1021,cawikibooks,2019-01,3,0.0
1022,cawikibooks,2019-02,1,0.0
1023,cawikibooks,2019-03,1,0.0
1024,cawikibooks,2019-04,2,0.0
1025,cawikibooks,2019-06,1,0.0
1026,cawikibooks,2019-09,2,0.5
1027,cawikibooks,2019-10,8,0.375
1028,cawikibooks,2019-12,1,0.0
1029,cawikibooks,2020-01,6,0.0
1030,cawikimedia,2018-01,2,0.0
1031,cawikimedia,2018-02,4,0.0
1032,cawikimedia,2018-03,4,0.0
1033,cawikimedia,2018-04,1,0.0
1034,cawikimedia,2018-05,1,0.0
1035,cawikimedia,2018-06,1,0.0
1036,cawikimedia,2018-08,1,1.0
1037,cawikimedia,2018-10,1,0.0
1038,cawikimedia,2018-12,1,0.0
1039,cawikimedia,2019-06,7,0.0
1040,cawikimedia,2019-08,2,0.0
1041,cawikimedia,2019-09,7,0.0
1042,cawikimedia,2019-10,16,0.0
1043,cawikimedia,2019-11,22,0.0
1044,cawikimedia,2019-12,39,0.0
1045,cawikimedia,2020-01,12,0.0
1046,cawikinews,2018-02,1,0.0
1047,cawikinews,2018-03,3,0.0
1048,cawikinews,2018-05,2,0.0
1049,cawikinews,2018-09,1,0.0
1050,cawikinews,2019-01,1,0.0
1051,cawikinews,2019-02,1,0.0
1052,cawikinews,2019-04,2,0.0
1053,cawikinews,2019-05,5,0.0
1054,cawikinews,2019-06,2,0.0
1055,cawikinews,2019-09,1,0.0
1056,cawikinews,2019-10,1,0.0
1057,cawikinews,2019-11,3,0.0
1058,cawikiquote,2018-01,3,0.0
1059,cawikiquote,2018-02,2,0.0
1060,cawikiquote,2018-03,9,0.0
1061,cawikiquote,2018-04,2,0.0
1062,cawikiquote,2018-05,3,0.0
1063,cawikiquote,2018-06,6,0.0
1064,cawikiquote,2018-07,7,0.0
1065,cawikiquote,2018-08,2,0.0
1066,cawikiquote,2018-09,2,0.0
1067,cawikiquote,2018-11,1,0.0
1068,cawikiquote,2018-12,1,0.0
1069,cawikiquote,2019-02,1,0.0
1070,cawikiquote,2019-03,4,0.0
1071,cawikiquote,2019-05,1,0.0
1072,cawikiquote,2019-06,3,0.0
1073,cawikiquote,2019-07,6,0.0
1074,cawikiquote,2019-08,3,0.0
1075,cawikiquote,2019-10,3,0.0
1076,cawikiquote,2019-11,2,0.0
1077,cawikiquote,2019-12,1,0.0
1078,cawikiquote,2020-01,1,0.0
1079,cawikisource,2018-01,4,0.0
1080,cawikisource,2018-03,8,0.0
1081,cawikisource,2018-04,2,0.0
1082,cawikisource,2018-05,3,0.0
1083,cawikisource,2018-06,2,0.0
1084,cawikisource,2018-09,1,0.0
1085,cawikisource,2018-10,5,0.8
1086,cawikisource,2018-11,5,0.2
1087,cawikisource,2018-12,2,0.0
1088,cawikisource,2019-01,2,0.0
1089,cawikisource,2019-02,5,0.0
1090,cawikisource,2019-03,6,0.0
1091,cawikisource,2019-04,1,1.0
1092,cawikisource,2019-06,3,0.0
1093,cawikisource,2019-07,1,1.0
1094,cawikisource,2019-11,5,0.0
1095,cawikisource,2019-12,3,0.3333333333333333
1096,cawikisource,2020-01,3,0.0
1097,cawiktionary,2018-01,3,0.0
1098,cawiktionary,2018-02,1,0.0
1099,cawiktionary,2018-04,3,0.0
1100,cawiktionary,2018-05,1,0.0
1101,cawiktionary,2018-06,1,0.0
1102,cawiktionary,2018-08,2,0.0
1103,cawiktionary,2018-09,1,0.0
1104,cawiktionary,2018-10,5,0.0
1105,cawiktionary,2018-11,1,0.0
1106,cawiktionary,2018-12,3,0.0
1107,cawiktionary,2019-01,2,0.0
1108,cawiktionary,2019-02,1,0.0
1109,cawiktionary,2019-03,6,0.0
1110,cawiktionary,2019-04,1,0.0
1111,cawiktionary,2019-05,3,0.0
1112,cawiktionary,2019-06,1,0.0
1113,cawiktionary,2019-07,1,0.0
1114,cawiktionary,2019-08,2,0.0
1115,cawiktionary,2019-10,4,0.0
1116,cawiktionary,2019-11,1,0.0
1117,cawiktionary,2019-12,4,0.0
1118,cawiktionary,2020-01,4,0.0
1119,cbk_zamwiki,2018-01,2,0.0
1120,cbk_zamwiki,2019-02,1,0.0
1121,cbk_zamwiki,2019-03,1,0.0
1122,cbk_zamwiki,2019-05,1,0.0
1123,cdowiki,2018-04,1,1.0
1124,cdowiki,2018-05,1,1.0
1125,cdowiki,2018-08,1,0.0
1126,cdowiki,2018-09,1,0.0
1127,cebwiki,2018-01,7,0.14285714285714285
1128,cebwiki,2018-02,3,0.0
1129,cebwiki,2018-03,3,0.0
1130,cebwiki,2018-04,1,0.0
1131,cebwiki,2018-05,1,0.0
1132,cebwiki,2018-06,1,0.0
1133,cebwiki,2018-08,1,0.0
1134,cebwiki,2018-09,1,0.0
1135,cebwiki,2018-11,3,0.0
1136,cebwiki,2018-12,2,0.0
1137,cebwiki,2019-02,1,0.0
1138,cebwiki,2019-04,2,0.0
1139,cebwiki,2019-05,1,0.0
1140,cebwiki,2019-07,1,0.0
1141,cebwiki,2019-08,2,0.0
1142,cebwiki,2019-09,1,0.0
1143,cebwiki,2019-10,2,0.0
1144,cebwiki,2019-11,3,0.0
1145,cebwiki,2019-12,2,0.0
1146,cebwiki,2020-01,1,0.0
1147,cewiki,2018-01,1,0.0
1148,cewiki,2018-04,1,0.0
1149,cewiki,2018-08,1,0.0
1150,cewiki,2018-10,1,0.0
1151,cewiki,2019-03,1,0.0
1152,cewiki,2019-04,2,0.0
1153,cewiki,2019-05,1,0.0
1154,cewiki,2019-06,1,0.0
1155,cewiki,2019-11,1,0.0
1156,chrwiki,2018-08,1,0.0
1157,chrwiki,2019-01,2,0.0
1158,chrwiki,2019-02,2,0.0
1159,chrwiki,2019-03,1,0.0
1160,chrwiki,2019-07,1,0.0
1161,chrwiktionary,2018-01,7,0.0
1162,chrwiktionary,2018-03,1,0.0
1163,chrwiktionary,2018-04,2,0.0
1164,chrwiktionary,2018-05,3,0.0
1165,chrwiktionary,2018-07,5,0.0
1166,chrwiktionary,2018-08,2,0.0
1167,chrwiktionary,2018-11,11,0.0
1168,chrwiktionary,2018-12,5,0.0
1169,chrwiktionary,2019-01,19,0.0
1170,chrwiktionary,2019-02,9,0.0
1171,chrwiktionary,2019-03,3,0.0
1172,chrwiktionary,2019-04,1,0.0
1173,chrwiktionary,2019-05,1,0.0
1174,chrwiktionary,2019-06,1,0.0
1175,chrwiktionary,2019-07,1,0.0
1176,chrwiktionary,2019-08,26,0.0
1177,chrwiktionary,2019-09,9,0.0
1178,chrwiktionary,2019-10,10,0.0
1179,chrwiktionary,2019-11,4,0.0
1180,chrwiktionary,2019-12,6,0.0
1181,chrwiktionary,2020-01,4,0.0
1182,chwiki,2018-03,1,0.0
1183,chwiki,2019-02,1,0.0
1184,chwiki,2019-03,1,0.0
1185,chwiki,2019-05,1,0.0
1186,chywiki,2019-01,1,0.0
1187,chywiki,2019-08,1,0.0
1188,ckbwiki,2018-01,22,0.09090909090909093
1189,ckbwiki,2018-02,11,0.0
1190,ckbwiki,2018-03,19,0.0
1191,ckbwiki,2018-04,18,0.05555555555555555
1192,ckbwiki,2018-05,13,0.0
1193,ckbwiki,2018-06,11,0.0
1194,ckbwiki,2018-07,15,0.0
1195,ckbwiki,2018-08,23,0.13043478260869565
1196,ckbwiki,2018-09,25,0.08
1197,ckbwiki,2018-10,25,0.04
1198,ckbwiki,2018-11,24,0.0
1199,ckbwiki,2018-12,19,0.0
1200,ckbwiki,2019-01,17,0.0
1201,ckbwiki,2019-02,13,0.0
1202,ckbwiki,2019-03,16,0.0
1203,ckbwiki,2019-04,13,0.0
1204,ckbwiki,2019-05,11,0.09090909090909093
1205,ckbwiki,2019-06,12,0.16666666666666666
1206,ckbwiki,2019-07,16,0.125
1207,ckbwiki,2019-08,24,0.0
1208,ckbwiki,2019-09,16,0.1875
1209,ckbwiki,2019-10,17,0.05882352941176471
1210,ckbwiki,2019-11,31,0.0
1211,ckbwiki,2019-12,40,0.025
1212,ckbwiki,2020-01,18,0.05555555555555555
1213,commonswiki,2018-01,2613,0.03673938002296211
1214,commonswiki,2018-02,2386,0.036462699077954734
1215,commonswiki,2018-03,2524,0.026148969889064972
1216,commonswiki,2018-04,2462,0.03411860276198213
1217,commonswiki,2018-05,6982,0.015325121741621312
1218,commonswiki,2018-06,4798,0.016673614005835766
1219,commonswiki,2018-07,2199,0.03683492496589359
1220,commonswiki,2018-08,2808,0.0438034188034188
1221,commonswiki,2018-09,13280,0.014909638554216868
1222,commonswiki,2018-10,3492,0.02491408934707904
1223,commonswiki,2018-11,2560,0.034765625
1224,commonswiki,2018-12,2276,0.04173989455184534
1225,commonswiki,2019-01,2522,0.03528945281522601
1226,commonswiki,2019-02,5032,0.022257551669316374
1227,commonswiki,2019-03,2960,0.03378378378378378
1228,commonswiki,2019-04,2390,0.03891213389121339
1229,commonswiki,2019-05,8335,0.01727654469106179
1230,commonswiki,2019-06,6095,0.017391304347826087
1231,commonswiki,2019-07,2307,0.03120936280884265
1232,commonswiki,2019-08,2448,0.037173202614379085
1233,commonswiki,2019-09,6993,0.016016016016016016
1234,commonswiki,2019-10,2604,0.0314900153609831
1235,commonswiki,2019-11,3011,0.031218864164729326
1236,commonswiki,2019-12,2856,0.029411764705882356
1237,commonswiki,2020-01,2533,0.04184761152783261
1238,cowiki,2018-04,1,0.0
1239,cowiki,2018-08,1,0.0
1240,cowiki,2019-05,1,0.0
1241,cowiki,2019-06,1,0.0
1242,cowiki,2019-07,1,0.0
1243,cowiki,2019-12,2,0.0
1244,cowikimedia,2018-03,3,0.0
1245,cowikimedia,2018-07,1,0.0
1246,cowikimedia,2018-10,2,0.0
1247,cowikimedia,2018-11,2,0.0
1248,cowikimedia,2019-01,2,0.0
1249,cowikimedia,2019-03,2,0.0
1250,cowikimedia,2019-04,1,0.0
1251,cowikimedia,2019-05,28,0.0
1252,cowikimedia,2019-06,3,0.0
1253,cowikimedia,2019-08,1,0.0
1254,cowikimedia,2019-09,2,0.0
1255,cowikimedia,2019-10,1,0.0
1256,cowikimedia,2019-12,2,0.0
1257,cowiktionary,2018-02,1,0.0
1258,cowiktionary,2018-03,1,0.0
1259,cowiktionary,2018-04,2,0.0
1260,cowiktionary,2018-06,1,0.0
1261,cowiktionary,2018-08,1,0.0
1262,cowiktionary,2018-09,1,0.0
1263,cowiktionary,2018-12,1,0.0
1264,cowiktionary,2019-02,1,0.0
1265,cowiktionary,2019-11,2,0.0
1266,cowiktionary,2020-01,5,0.0
1267,crhwiki,2018-11,1,0.0
1268,crhwiki,2018-12,1,0.0
1269,crhwiki,2019-01,1,1.0
1270,crhwiki,2019-06,2,0.0
1271,crhwiki,2019-12,1,0.0
1272,crhwiki,2020-01,1,0.0
1273,crwiki,2018-02,1,0.0
1274,crwiki,2019-01,1,0.0
1275,crwiki,2019-03,1,0.0
1276,crwiki,2019-06,1,0.0
1277,crwiki,2019-07,5,0.0
1278,crwiki,2019-08,2,0.0
1279,crwiki,2019-12,2,0.0
1280,csbwiki,2018-06,11,0.0
1281,csbwiki,2018-07,1,0.0
1282,csbwiki,2019-02,1,0.0
1283,csbwiki,2019-11,1,0.0
1284,csbwiktionary,2019-07,1,0.0
1285,cswiki,2018-01,570,0.06315789473684211
1286,cswiki,2018-02,618,0.0906148867313916
1287,cswiki,2018-03,557,0.05565529622980251
1288,cswiki,2018-04,515,0.07572815533980583
1289,cswiki,2018-05,509,0.06679764243614933
1290,cswiki,2018-06,444,0.040540540540540536
1291,cswiki,2018-07,347,0.06340057636887607
1292,cswiki,2018-08,375,0.058666666666666666
1293,cswiki,2018-09,396,0.060606060606060615
1294,cswiki,2018-10,656,0.06859756097560976
1295,cswiki,2018-11,721,0.0651872399445215
1296,cswiki,2018-12,604,0.06622516556291391
1297,cswiki,2019-01,649,0.07858243451463791
1298,cswiki,2019-02,647,0.08500772797527048
1299,cswiki,2019-03,736,0.09375
1300,cswiki,2019-04,573,0.06457242582897033
1301,cswiki,2019-05,614,0.05700325732899024
1302,cswiki,2019-06,512,0.046875
1303,cswiki,2019-07,503,0.06163021868787276
1304,cswiki,2019-08,470,0.06595744680851064
1305,cswiki,2019-09,512,0.09375
1306,cswiki,2019-10,732,0.12021857923497267
1307,cswiki,2019-11,793,0.0605296343001261
1308,cswiki,2019-12,651,0.05683563748079878
1309,cswiki,2020-01,748,0.0748663101604278
1310,cswikibooks,2018-01,2,0.0
1311,cswikibooks,2018-03,2,0.0
1312,cswikibooks,2018-04,1,0.0
1313,cswikibooks,2018-05,1,0.0
1314,cswikibooks,2018-08,2,0.0
1315,cswikibooks,2018-09,1,0.0
1316,cswikibooks,2018-10,1,0.0
1317,cswikibooks,2018-11,2,0.0
1318,cswikibooks,2019-01,3,0.0
1319,cswikibooks,2019-03,1,0.0
1320,cswikibooks,2019-06,2,0.0
1321,cswikibooks,2019-10,2,0.0
1322,cswikibooks,2019-11,4,0.0
1323,cswikinews,2018-01,1,0.0
1324,cswikinews,2018-02,2,0.0
1325,cswikinews,2018-03,3,0.0
1326,cswikinews,2018-06,2,0.0
1327,cswikinews,2018-07,1,0.0
1328,cswikinews,2018-08,3,0.0
1329,cswikinews,2018-12,1,0.0
1330,cswikinews,2019-06,1,0.0
1331,cswikinews,2019-10,1,0.0
1332,cswikiquote,2018-01,1,0.0
1333,cswikiquote,2018-02,3,0.0
1334,cswikiquote,2018-03,3,0.0
1335,cswikiquote,2018-04,2,0.0
1336,cswikiquote,2018-06,1,0.0
1337,cswikiquote,2018-07,2,0.0
1338,cswikiquote,2018-10,2,0.0
1339,cswikiquote,2018-11,2,0.0
1340,cswikiquote,2018-12,2,0.0
1341,cswikiquote,2019-01,2,0.0
1342,cswikiquote,2019-02,3,0.0
1343,cswikiquote,2019-03,2,0.0
1344,cswikiquote,2019-04,1,0.0
1345,cswikiquote,2019-05,2,0.0
1346,cswikiquote,2019-07,2,0.0
1347,cswikiquote,2019-08,1,0.0
1348,cswikiquote,2019-10,1,0.0
1349,cswikiquote,2019-12,2,0.0
1350,cswikisource,2018-01,4,0.0
1351,cswikisource,2018-03,4,0.0
1352,cswikisource,2018-04,3,0.0
1353,cswikisource,2018-05,1,0.0
1354,cswikisource,2018-06,2,0.0
1355,cswikisource,2018-08,1,0.0
1356,cswikisource,2018-09,2,0.0
1357,cswikisource,2018-10,2,0.0
1358,cswikisource,2018-11,1,0.0
1359,cswikisource,2018-12,1,0.0
1360,cswikisource,2019-01,1,0.0
1361,cswikisource,2019-04,1,0.0
1362,cswikisource,2019-05,2,0.0
